item_name,category,mrp,discount,selling_price,quantity,date
Surf Excel 2kg,Home Care,420,10,410,126,1/22/2025
Ariel Liquid 1L,Home Care,395,30,365,159,1/22/2025
Lux Soap Pack,Personal Care,160,30,130,67,1/22/2025
Clinic Plus Shampoo 650ml,Personal Care,340,0,340,150,1/22/2025
Colgate Toothpaste 200g,Personal Care,135,10,125,110,1/22/2025
Harpic Toilet Cleaner,Home Care,190,15,175,128,1/22/2025
Good Day Biscuits,Snacks,30,0,30,29,1/22/2025
Britannia Bread,Bakery,45,20,25,110,1/22/2025
Tropicana Juice 1L,Beverages,120,5,115,185,1/22/2025
Pepsi 2.25L,Beverages,99,30,69,159,1/22/2025
Cadbury Dairy Milk,Confectionery,40,15,25,121,1/22/2025
Aashirvaad Atta 5kg,Staples,320,5,315,115,1/23/2025
Fortune Sunflower Oil 1L,Edible Oil,190,15,175,52,1/23/2025
India Gate Rice 5kg,Staples,420,20,400,180,1/23/2025
Amul Milk 1L,Dairy,62,20,42,111,1/23/2025
Amul Butter 500g,Dairy,275,5,270,142,1/23/2025
Tata Tea Gold 500g,Beverages,265,15,250,168,1/23/2025
Nescafe Coffee 200g,Beverages,240,30,210,169,1/23/2025
Parle-G Biscuits,Snacks,10,5,5,24,1/23/2025
Maggi Noodles Pack,Instant Food,56,5,51,55,1/23/2025
Surf Excel 2kg,Home Care,420,15,405,136,1/23/2025
Ariel Liquid 1L,Home Care,395,10,385,126,1/23/2025
Lux Soap Pack,Personal Care,160,0,160,47,1/23/2025
Clinic Plus Shampoo 650ml,Personal Care,340,15,325,30,1/23/2025
Colgate Toothpaste 200g,Personal Care,135,10,125,72,1/23/2025
Harpic Toilet Cleaner,Home Care,190,15,175,64,1/23/2025
Good Day Biscuits,Snacks,30,15,15,140,1/23/2025
Britannia Bread,Bakery,45,15,30,83,1/23/2025
Tropicana Juice 1L,Beverages,120,15,105,126,1/23/2025
Pepsi 2.25L,Beverages,99,5,94,103,1/23/2025
Cadbury Dairy Milk,Confectionery,40,30,10,152,1/23/2025
Aashirvaad Atta 5kg,Staples,320,0,320,18,1/24/2025
Fortune Sunflower Oil 1L,Edible Oil,190,10,180,98,1/24/2025
India Gate Rice 5kg,Staples,420,20,400,147,1/24/2025
Amul Milk 1L,Dairy,62,15,47,40,1/24/2025
Amul Butter 500g,Dairy,275,5,270,188,1/24/2025
Tata Tea Gold 500g,Beverages,265,30,235,56,1/24/2025
Nescafe Coffee 200g,Beverages,240,10,230,80,1/24/2025
Parle-G Biscuits,Snacks,10,15,-5,150,1/24/2025
Maggi Noodles Pack,Instant Food,56,15,41,160,1/24/2025
Surf Excel 2kg,Home Care,420,20,400,111,1/24/2025
Ariel Liquid 1L,Home Care,395,5,390,132,1/24/2025
Lux Soap Pack,Personal Care,160,30,130,145,1/24/2025
Clinic Plus Shampoo 650ml,Personal Care,340,15,325,165,1/24/2025
Colgate Toothpaste 200g,Personal Care,135,30,105,150,1/24/2025
Harpic Toilet Cleaner,Home Care,190,20,170,174,1/24/2025
Good Day Biscuits,Snacks,30,10,20,51,1/24/2025
Britannia Bread,Bakery,45,5,40,163,1/24/2025
Tropicana Juice 1L,Beverages,120,20,100,105,1/24/2025
Pepsi 2.25L,Beverages,99,20,79,11,1/24/2025
Cadbury Dairy Milk,Confectionery,40,5,35,169,1/24/2025
Aashirvaad Atta 5kg,Staples,320,30,290,24,1/25/2025
Fortune Sunflower Oil 1L,Edible Oil,190,15,175,46,1/25/2025
India Gate Rice 5kg,Staples,420,10,410,157,1/25/2025
Amul Milk 1L,Dairy,62,10,52,42,1/25/2025
Amul Butter 500g,Dairy,275,20,255,40,1/25/2025
Tata Tea Gold 500g,Beverages,265,10,255,156,1/25/2025
Nescafe Coffee 200g,Beverages,240,0,240,47,1/25/2025
Parle-G Biscuits,Snacks,10,5,5,103,1/25/2025
Maggi Noodles Pack,Instant Food,56,20,36,44,1/25/2025
Surf Excel 2kg,Home Care,420,20,400,133,1/25/2025
Ariel Liquid 1L,Home Care,395,30,365,168,1/25/2025
Lux Soap Pack,Personal Care,160,5,155,179,1/25/2025
Clinic Plus Shampoo 650ml,Personal Care,340,5,335,170,1/25/2025
Colgate Toothpaste 200g,Personal Care,135,20,115,89,1/25/2025
Harpic Toilet Cleaner,Home Care,190,20,170,67,1/25/2025
Good Day Biscuits,Snacks,30,10,20,145,1/25/2025
Britannia Bread,Bakery,45,0,45,33,1/25/2025
Tropicana Juice 1L,Beverages,120,20,100,19,1/25/2025
Pepsi 2.25L,Beverages,99,10,89,34,1/25/2025
Cadbury Dairy Milk,Confectionery,40,20,20,114,1/25/2025
Aashirvaad Atta 5kg,Staples,320,10,310,101,1/26/2025
Fortune Sunflower Oil 1L,Edible Oil,190,10,180,98,1/26/2025
India Gate Rice 5kg,Staples,420,5,415,132,1/26/2025
Amul Milk 1L,Dairy,62,0,62,85,1/26/2025
Amul Butter 500g,Dairy,275,10,265,187,1/26/2025
Tata Tea Gold 500g,Beverages,265,20,245,173,1/26/2025
Nescafe Coffee 200g,Beverages,240,30,210,31,1/26/2025
Parle-G Biscuits,Snacks,10,20,-10,151,1/26/2025
Maggi Noodles Pack,Instant Food,56,15,41,180,1/26/2025
Surf Excel 2kg,Home Care,420,15,405,16,1/26/2025
Ariel Liquid 1L,Home Care,395,5,390,94,1/26/2025
Lux Soap Pack,Personal Care,160,20,140,186,1/26/2025
Clinic Plus Shampoo 650ml,Personal Care,340,0,340,83,1/26/2025
Colgate Toothpaste 200g,Personal Care,135,10,125,44,1/26/2025
Harpic Toilet Cleaner,Home Care,190,15,175,117,1/26/2025
Good Day Biscuits,Snacks,30,30,0,146,1/26/2025
Britannia Bread,Bakery,45,30,15,132,1/26/2025
Tropicana Juice 1L,Beverages,120,5,115,68,1/26/2025
Pepsi 2.25L,Beverages,99,20,79,170,1/26/2025
Cadbury Dairy Milk,Confectionery,40,15,25,145,1/26/2025
Aashirvaad Atta 5kg,Staples,320,20,300,190,1/27/2025
Fortune Sunflower Oil 1L,Edible Oil,190,5,185,110,1/27/2025
India Gate Rice 5kg,Staples,420,20,400,40,1/27/2025
Amul Milk 1L,Dairy,62,20,42,86,1/27/2025
Amul Butter 500g,Dairy,275,10,265,36,1/27/2025
Tata Tea Gold 500g,Beverages,265,5,260,48,1/27/2025
Nescafe Coffee 200g,Beverages,240,30,210,22,1/27/2025
Parle-G Biscuits,Snacks,10,0,10,76,1/27/2025
Maggi Noodles Pack,Instant Food,56,30,26,10,1/27/2025
Surf Excel 2kg,Home Care,420,20,400,153,1/27/2025
Ariel Liquid 1L,Home Care,395,5,390,142,1/27/2025
Lux Soap Pack,Personal Care,160,15,145,193,1/27/2025
Clinic Plus Shampoo 650ml,Personal Care,340,10,330,131,1/27/2025
Colgate Toothpaste 200g,Personal Care,135,0,135,183,1/27/2025
Harpic Toilet Cleaner,Home Care,190,0,190,134,1/27/2025
Good Day Biscuits,Snacks,30,20,10,117,1/27/2025
Britannia Bread,Bakery,45,5,40,118,1/27/2025
Tropicana Juice 1L,Beverages,120,5,115,177,1/27/2025
Pepsi 2.25L,Beverages,99,15,84,18,1/27/2025
Cadbury Dairy Milk,Confectionery,40,10,30,143,1/27/2025
Aashirvaad Atta 5kg,Staples,320,0,320,49,1/28/2025
Fortune Sunflower Oil 1L,Edible Oil,190,20,170,127,1/28/2025
India Gate Rice 5kg,Staples,420,15,405,154,1/28/2025
Amul Milk 1L,Dairy,62,15,47,102,1/28/2025
Amul Butter 500g,Dairy,275,15,260,50,1/28/2025
Tata Tea Gold 500g,Beverages,265,20,245,171,1/28/2025
Nescafe Coffee 200g,Beverages,240,0,240,195,1/28/2025
Parle-G Biscuits,Snacks,10,5,5,62,1/28/2025
Maggi Noodles Pack,Instant Food,56,10,46,60,1/28/2025
Surf Excel 2kg,Home Care,420,10,410,30,1/28/2025
Ariel Liquid 1L,Home Care,395,20,375,121,1/28/2025
Lux Soap Pack,Personal Care,160,15,145,185,1/28/2025
Clinic Plus Shampoo 650ml,Personal Care,340,0,340,182,1/28/2025
Colgate Toothpaste 200g,Personal Care,135,30,105,151,1/28/2025
Harpic Toilet Cleaner,Home Care,190,5,185,191,1/28/2025
Good Day Biscuits,Snacks,30,20,10,126,1/28/2025
Britannia Bread,Bakery,45,30,15,92,1/28/2025
Tropicana Juice 1L,Beverages,120,30,90,13,1/28/2025
Pepsi 2.25L,Beverages,99,20,79,139,1/28/2025
Cadbury Dairy Milk,Confectionery,40,30,10,52,1/28/2025
Aashirvaad Atta 5kg,Staples,320,0,320,36,1/29/2025
Fortune Sunflower Oil 1L,Edible Oil,190,0,190,46,1/29/2025
India Gate Rice 5kg,Staples,420,30,390,187,1/29/2025
Amul Milk 1L,Dairy,62,10,52,159,1/29/2025
Amul Butter 500g,Dairy,275,10,265,132,1/29/2025
Tata Tea Gold 500g,Beverages,265,10,255,25,1/29/2025
Nescafe Coffee 200g,Beverages,240,10,230,46,1/29/2025
Parle-G Biscuits,Snacks,10,10,0,167,1/29/2025
Maggi Noodles Pack,Instant Food,56,10,46,148,1/29/2025
Surf Excel 2kg,Home Care,420,10,410,90,1/29/2025
Ariel Liquid 1L,Home Care,395,10,385,188,1/29/2025
Lux Soap Pack,Personal Care,160,0,160,40,1/29/2025
Clinic Plus Shampoo 650ml,Personal Care,340,10,330,95,1/29/2025
Colgate Toothpaste 200g,Personal Care,135,30,105,187,1/29/2025
Harpic Toilet Cleaner,Home Care,190,20,170,11,1/29/2025
Good Day Biscuits,Snacks,30,0,30,182,1/29/2025
Britannia Bread,Bakery,45,5,40,119,1/29/2025
Tropicana Juice 1L,Beverages,120,20,100,94,1/29/2025
Pepsi 2.25L,Beverages,99,10,89,161,1/29/2025
Cadbury Dairy Milk,Confectionery,40,0,40,24,1/29/2025
Aashirvaad Atta 5kg,Staples,320,30,290,135,1/30/2025
Fortune Sunflower Oil 1L,Edible Oil,190,30,160,162,1/30/2025
India Gate Rice 5kg,Staples,420,10,410,59,1/30/2025
Amul Milk 1L,Dairy,62,5,57,174,1/30/2025
Amul Butter 500g,Dairy,275,10,265,69,1/30/2025
Tata Tea Gold 500g,Beverages,265,5,260,30,1/30/2025
Nescafe Coffee 200g,Beverages,240,15,225,58,1/30/2025
Parle-G Biscuits,Snacks,10,30,-20,14,1/30/2025
Maggi Noodles Pack,Instant Food,56,5,51,101,1/30/2025
Surf Excel 2kg,Home Care,420,5,415,108,1/30/2025
Ariel Liquid 1L,Home Care,395,10,385,110,1/30/2025
Lux Soap Pack,Personal Care,160,0,160,34,1/30/2025
Clinic Plus Shampoo 650ml,Personal Care,340,15,325,114,1/30/2025
Colgate Toothpaste 200g,Personal Care,135,0,135,80,1/30/2025
Harpic Toilet Cleaner,Home Care,190,0,190,13,1/30/2025
Good Day Biscuits,Snacks,30,10,20,75,1/30/2025
Britannia Bread,Bakery,45,20,25,186,1/30/2025
Tropicana Juice 1L,Beverages,120,20,100,147,1/30/2025
Pepsi 2.25L,Beverages,99,10,89,147,1/30/2025
Cadbury Dairy Milk,Confectionery,40,15,25,93,1/30/2025
Aashirvaad Atta 5kg,Staples,320,5,315,13,1/31/2025
Fortune Sunflower Oil 1L,Edible Oil,190,20,170,57,1/31/2025
India Gate Rice 5kg,Staples,420,0,420,59,1/31/2025
Amul Milk 1L,Dairy,62,0,62,61,1/31/2025
Amul Butter 500g,Dairy,275,15,260,141,1/31/2025
Tata Tea Gold 500g,Beverages,265,30,235,35,1/31/2025
Nescafe Coffee 200g,Beverages,240,0,240,136,1/31/2025
Parle-G Biscuits,Snacks,10,0,10,182,1/31/2025
Maggi Noodles Pack,Instant Food,56,15,41,47,1/31/2025
Surf Excel 2kg,Home Care,420,10,410,47,1/31/2025
Ariel Liquid 1L,Home Care,395,10,385,23,1/31/2025
Lux Soap Pack,Personal Care,160,30,130,56,1/31/2025
Clinic Plus Shampoo 650ml,Personal Care,340,20,320,157,1/31/2025
Colgate Toothpaste 200g,Personal Care,135,5,130,198,1/31/2025
Harpic Toilet Cleaner,Home Care,190,20,170,25,1/31/2025
Good Day Biscuits,Snacks,30,15,15,149,1/31/2025
Britannia Bread,Bakery,45,30,15,101,1/31/2025
Tropicana Juice 1L,Beverages,120,30,90,64,1/31/2025
Pepsi 2.25L,Beverages,99,10,89,110,1/31/2025
Cadbury Dairy Milk,Confectionery,40,5,35,131,1/31/2025
Aashirvaad Atta 5kg,Staples,320,0,320,24,2/1/2025
Fortune Sunflower Oil 1L,Edible Oil,190,20,170,179,2/1/2025
India Gate Rice 5kg,Staples,420,0,420,78,2/1/2025
Amul Milk 1L,Dairy,62,10,52,50,2/1/2025
Amul Butter 500g,Dairy,275,15,260,179,2/1/2025
Tata Tea Gold 500g,Beverages,265,10,255,61,2/1/2025
Nescafe Coffee 200g,Beverages,240,0,240,144,2/1/2025
Parle-G Biscuits,Snacks,10,5,5,47,2/1/2025
Maggi Noodles Pack,Instant Food,56,0,56,98,2/1/2025
Surf Excel 2kg,Home Care,420,0,420,131,2/1/2025
Ariel Liquid 1L,Home Care,395,5,390,197,2/1/2025
Lux Soap Pack,Personal Care,160,0,160,165,2/1/2025
Clinic Plus Shampoo 650ml,Personal Care,340,10,330,171,2/1/2025
Colgate Toothpaste 200g,Personal Care,135,20,115,113,2/1/2025
Harpic Toilet Cleaner,Home Care,190,15,175,88,2/1/2025
Good Day Biscuits,Snacks,30,10,20,22,2/1/2025
Britannia Bread,Bakery,45,10,35,20,2/1/2025
Tropicana Juice 1L,Beverages,120,20,100,151,2/1/2025
Pepsi 2.25L,Beverages,99,10,89,49,2/1/2025
Cadbury Dairy Milk,Confectionery,40,20,20,35,2/1/2025
Aashirvaad Atta 5kg,Staples,320,5,315,10,2/2/2025
Fortune Sunflower Oil 1L,Edible Oil,190,15,175,193,2/2/2025
India Gate Rice 5kg,Staples,420,15,405,188,2/2/2025
Amul Milk 1L,Dairy,62,20,42,94,2/2/2025
Amul Butter 500g,Dairy,275,15,260,71,2/2/2025
Tata Tea Gold 500g,Beverages,265,5,260,33,2/2/2025
Nescafe Coffee 200g,Beverages,240,5,235,59,2/2/2025
Parle-G Biscuits,Snacks,10,30,-20,137,2/2/2025
Maggi Noodles Pack,Instant Food,56,30,26,191,2/2/2025
Surf Excel 2kg,Home Care,420,5,415,184,2/2/2025
Ariel Liquid 1L,Home Care,395,5,390,171,2/2/2025
Lux Soap Pack,Personal Care,160,5,155,43,2/2/2025
Clinic Plus Shampoo 650ml,Personal Care,340,0,340,169,2/2/2025
Colgate Toothpaste 200g,Personal Care,135,10,125,12,2/2/2025
Harpic Toilet Cleaner,Home Care,190,0,190,31,2/2/2025
Good Day Biscuits,Snacks,30,20,10,165,2/2/2025
Britannia Bread,Bakery,45,5,40,187,2/2/2025
Tropicana Juice 1L,Beverages,120,5,115,103,2/2/2025
Pepsi 2.25L,Beverages,99,10,89,159,2/2/2025
Cadbury Dairy Milk,Confectionery,40,15,25,139,2/2/2025
Aashirvaad Atta 5kg,Staples,320,0,320,60,2/3/2025
Fortune Sunflower Oil 1L,Edible Oil,190,30,160,85,2/3/2025
India Gate Rice 5kg,Staples,420,0,420,83,2/3/2025
Amul Milk 1L,Dairy,62,30,32,19,2/3/2025
Amul Butter 500g,Dairy,275,15,260,169,2/3/2025
Tata Tea Gold 500g,Beverages,265,30,235,13,2/3/2025
Nescafe Coffee 200g,Beverages,240,0,240,124,2/3/2025
Parle-G Biscuits,Snacks,10,0,10,157,2/3/2025
Maggi Noodles Pack,Instant Food,56,15,41,74,2/3/2025
Surf Excel 2kg,Home Care,420,20,400,29,2/3/2025
Ariel Liquid 1L,Home Care,395,15,380,48,2/3/2025
Lux Soap Pack,Personal Care,160,20,140,19,2/3/2025
Clinic Plus Shampoo 650ml,Personal Care,340,15,325,152,2/3/2025
Colgate Toothpaste 200g,Personal Care,135,5,130,104,2/3/2025
Harpic Toilet Cleaner,Home Care,190,20,170,33,2/3/2025
Good Day Biscuits,Snacks,30,20,10,52,2/3/2025
Britannia Bread,Bakery,45,0,45,89,2/3/2025
Tropicana Juice 1L,Beverages,120,0,120,131,2/3/2025
Pepsi 2.25L,Beverages,99,30,69,108,2/3/2025
Cadbury Dairy Milk,Confectionery,40,0,40,77,2/3/2025
Aashirvaad Atta 5kg,Staples,320,30,290,124,2/4/2025
Fortune Sunflower Oil 1L,Edible Oil,190,15,175,101,2/4/2025
India Gate Rice 5kg,Staples,420,30,390,149,2/4/2025
Amul Milk 1L,Dairy,62,20,42,134,2/4/2025
Amul Butter 500g,Dairy,275,20,255,125,2/4/2025
Tata Tea Gold 500g,Beverages,265,15,250,128,2/4/2025
Nescafe Coffee 200g,Beverages,240,10,230,147,2/4/2025
Parle-G Biscuits,Snacks,10,30,-20,171,2/4/2025
Maggi Noodles Pack,Instant Food,56,5,51,117,2/4/2025
Surf Excel 2kg,Home Care,420,30,390,173,2/4/2025
Ariel Liquid 1L,Home Care,395,15,380,138,2/4/2025
Lux Soap Pack,Personal Care,160,20,140,38,2/4/2025
Clinic Plus Shampoo 650ml,Personal Care,340,5,335,68,2/4/2025
Colgate Toothpaste 200g,Personal Care,135,20,115,122,2/4/2025
Harpic Toilet Cleaner,Home Care,190,10,180,160,2/4/2025
Good Day Biscuits,Snacks,30,20,10,35,2/4/2025
Britannia Bread,Bakery,45,0,45,49,2/4/2025
Tropicana Juice 1L,Beverages,120,30,90,162,2/4/2025
Pepsi 2.25L,Beverages,99,5,94,83,2/4/2025
Cadbury Dairy Milk,Confectionery,40,5,35,48,2/4/2025
Aashirvaad Atta 5kg,Staples,320,30,290,90,2/5/2025
Fortune Sunflower Oil 1L,Edible Oil,190,15,175,191,2/5/2025
India Gate Rice 5kg,Staples,420,0,420,62,2/5/2025
Amul Milk 1L,Dairy,62,20,42,72,2/5/2025
Amul Butter 500g,Dairy,275,30,245,43,2/5/2025
Tata Tea Gold 500g,Beverages,265,20,245,32,2/5/2025
Nescafe Coffee 200g,Beverages,240,5,235,11,2/5/2025
Parle-G Biscuits,Snacks,10,10,0,129,2/5/2025
Maggi Noodles Pack,Instant Food,56,5,51,109,2/5/2025
Surf Excel 2kg,Home Care,420,10,410,38,2/5/2025
Ariel Liquid 1L,Home Care,395,5,390,132,2/5/2025
Lux Soap Pack,Personal Care,160,30,130,59,2/5/2025
Clinic Plus Shampoo 650ml,Personal Care,340,0,340,88,2/5/2025
Colgate Toothpaste 200g,Personal Care,135,0,135,79,2/5/2025
Harpic Toilet Cleaner,Home Care,190,5,185,195,2/5/2025
Good Day Biscuits,Snacks,30,0,30,146,2/5/2025
Britannia Bread,Bakery,45,0,45,42,2/5/2025
Tropicana Juice 1L,Beverages,120,30,90,112,2/5/2025
Pepsi 2.25L,Beverages,99,15,84,188,2/5/2025
Cadbury Dairy Milk,Confectionery,40,15,25,85,2/5/2025
Aashirvaad Atta 5kg,Staples,320,15,305,179,2/6/2025
Fortune Sunflower Oil 1L,Edible Oil,190,15,175,62,2/6/2025
India Gate Rice 5kg,Staples,420,0,420,58,2/6/2025
Amul Milk 1L,Dairy,62,5,57,122,2/6/2025
Amul Butter 500g,Dairy,275,0,275,26,2/6/2025
Tata Tea Gold 500g,Beverages,265,30,235,28,2/6/2025
Nescafe Coffee 200g,Beverages,240,20,220,93,2/6/2025
Parle-G Biscuits,Snacks,10,20,-10,131,2/6/2025
Maggi Noodles Pack,Instant Food,56,20,36,20,2/6/2025
Surf Excel 2kg,Home Care,420,15,405,172,2/6/2025
Ariel Liquid 1L,Home Care,395,15,380,154,2/6/2025
Lux Soap Pack,Personal Care,160,5,155,154,2/6/2025
Clinic Plus Shampoo 650ml,Personal Care,340,15,325,129,2/6/2025
Colgate Toothpaste 200g,Personal Care,135,5,130,155,2/6/2025
Harpic Toilet Cleaner,Home Care,190,10,180,132,2/6/2025
Good Day Biscuits,Snacks,30,10,20,51,2/6/2025
Britannia Bread,Bakery,45,10,35,138,2/6/2025
Tropicana Juice 1L,Beverages,120,30,90,37,2/6/2025
Pepsi 2.25L,Beverages,99,5,94,157,2/6/2025
Cadbury Dairy Milk,Confectionery,40,15,25,42,2/6/2025
Aashirvaad Atta 5kg,Staples,320,15,305,160,2/7/2025
Fortune Sunflower Oil 1L,Edible Oil,190,30,160,174,2/7/2025
India Gate Rice 5kg,Staples,420,0,420,106,2/7/2025
Amul Milk 1L,Dairy,62,5,57,167,2/7/2025
Amul Butter 500g,Dairy,275,5,270,72,2/7/2025
Tata Tea Gold 500g,Beverages,265,5,260,108,2/7/2025
Nescafe Coffee 200g,Beverages,240,10,230,80,2/7/2025
Parle-G Biscuits,Snacks,10,20,-10,16,2/7/2025
Maggi Noodles Pack,Instant Food,56,30,26,149,2/7/2025
Surf Excel 2kg,Home Care,420,5,415,23,2/7/2025
Ariel Liquid 1L,Home Care,395,15,380,185,2/7/2025
Lux Soap Pack,Personal Care,160,5,155,94,2/7/2025
Clinic Plus Shampoo 650ml,Personal Care,340,10,330,143,2/7/2025
Colgate Toothpaste 200g,Personal Care,135,10,125,61,2/7/2025
Harpic Toilet Cleaner,Home Care,190,5,185,128,2/7/2025
Good Day Biscuits,Snacks,30,20,10,73,2/7/2025
Britannia Bread,Bakery,45,30,15,17,2/7/2025
Tropicana Juice 1L,Beverages,120,20,100,134,2/7/2025
Pepsi 2.25L,Beverages,99,15,84,196,2/7/2025
Cadbury Dairy Milk,Confectionery,40,0,40,160,2/7/2025
Aashirvaad Atta 5kg,Staples,320,10,310,141,2/8/2025
Fortune Sunflower Oil 1L,Edible Oil,190,15,175,79,2/8/2025
India Gate Rice 5kg,Staples,420,5,415,139,2/8/2025
Amul Milk 1L,Dairy,62,10,52,11,2/8/2025
Amul Butter 500g,Dairy,275,5,270,151,2/8/2025
Tata Tea Gold 500g,Beverages,265,5,260,150,2/8/2025
Nescafe Coffee 200g,Beverages,240,15,225,137,2/8/2025
Parle-G Biscuits,Snacks,10,0,10,30,2/8/2025
Maggi Noodles Pack,Instant Food,56,5,51,43,2/8/2025
Surf Excel 2kg,Home Care,420,0,420,106,2/8/2025
Ariel Liquid 1L,Home Care,395,15,380,176,2/8/2025
Lux Soap Pack,Personal Care,160,0,160,148,2/8/2025
Clinic Plus Shampoo 650ml,Personal Care,340,20,320,128,2/8/2025
Colgate Toothpaste 200g,Personal Care,135,30,105,92,2/8/2025
Harpic Toilet Cleaner,Home Care,190,20,170,73,2/8/2025
Good Day Biscuits,Snacks,30,30,0,116,2/8/2025
Britannia Bread,Bakery,45,15,30,14,2/8/2025
Tropicana Juice 1L,Beverages,120,20,100,56,2/8/2025
Pepsi 2.25L,Beverages,99,10,89,61,2/8/2025
Cadbury Dairy Milk,Confectionery,40,5,35,180,2/8/2025
Aashirvaad Atta 5kg,Staples,320,0,320,183,2/9/2025
Fortune Sunflower Oil 1L,Edible Oil,190,20,170,34,2/9/2025
India Gate Rice 5kg,Staples,420,5,415,81,2/9/2025
Amul Milk 1L,Dairy,62,0,62,164,2/9/2025
Amul Butter 500g,Dairy,275,10,265,34,2/9/2025
Tata Tea Gold 500g,Beverages,265,0,265,117,2/9/2025
Nescafe Coffee 200g,Beverages,240,5,235,130,2/9/2025
Parle-G Biscuits,Snacks,10,5,5,81,2/9/2025
Maggi Noodles Pack,Instant Food,56,20,36,97,2/9/2025
Surf Excel 2kg,Home Care,420,10,410,82,2/9/2025
Ariel Liquid 1L,Home Care,395,5,390,181,2/9/2025
Lux Soap Pack,Personal Care,160,30,130,55,2/9/2025
Clinic Plus Shampoo 650ml,Personal Care,340,5,335,55,2/9/2025
Colgate Toothpaste 200g,Personal Care,135,5,130,44,2/9/2025
Harpic Toilet Cleaner,Home Care,190,30,160,23,2/9/2025
Good Day Biscuits,Snacks,30,30,0,106,2/9/2025
Britannia Bread,Bakery,45,20,25,109,2/9/2025
Tropicana Juice 1L,Beverages,120,30,90,136,2/9/2025
Pepsi 2.25L,Beverages,99,0,99,153,2/9/2025
Cadbury Dairy Milk,Confectionery,40,20,20,48,2/9/2025
Aashirvaad Atta 5kg,Staples,320,30,290,12,2/10/2025
Fortune Sunflower Oil 1L,Edible Oil,190,5,185,188,2/10/2025
India Gate Rice 5kg,Staples,420,30,390,81,2/10/2025
Amul Milk 1L,Dairy,62,0,62,10,2/10/2025
Amul Butter 500g,Dairy,275,30,245,138,2/10/2025
Tata Tea Gold 500g,Beverages,265,30,235,136,2/10/2025
Nescafe Coffee 200g,Beverages,240,15,225,96,2/10/2025
Parle-G Biscuits,Snacks,10,10,0,75,2/10/2025
Maggi Noodles Pack,Instant Food,56,0,56,96,2/10/2025
Surf Excel 2kg,Home Care,420,5,415,59,2/10/2025
Ariel Liquid 1L,Home Care,395,30,365,22,2/10/2025
Lux Soap Pack,Personal Care,160,15,145,167,2/10/2025
Clinic Plus Shampoo 650ml,Personal Care,340,0,340,25,2/10/2025
Colgate Toothpaste 200g,Personal Care,135,20,115,12,2/10/2025
Harpic Toilet Cleaner,Home Care,190,20,170,197,2/10/2025
Good Day Biscuits,Snacks,30,10,20,52,2/10/2025
Britannia Bread,Bakery,45,15,30,189,2/10/2025
Tropicana Juice 1L,Beverages,120,15,105,42,2/10/2025
Pepsi 2.25L,Beverages,99,5,94,27,2/10/2025
Cadbury Dairy Milk,Confectionery,40,10,30,83,2/10/2025
Aashirvaad Atta 5kg,Staples,320,20,300,147,2/11/2025
Fortune Sunflower Oil 1L,Edible Oil,190,15,175,171,2/11/2025
India Gate Rice 5kg,Staples,420,15,405,16,2/11/2025
Amul Milk 1L,Dairy,62,5,57,55,2/11/2025
Amul Butter 500g,Dairy,275,15,260,191,2/11/2025
Tata Tea Gold 500g,Beverages,265,0,265,108,2/11/2025
Nescafe Coffee 200g,Beverages,240,15,225,48,2/11/2025
Parle-G Biscuits,Snacks,10,20,-10,32,2/11/2025
Maggi Noodles Pack,Instant Food,56,0,56,13,2/11/2025
Surf Excel 2kg,Home Care,420,15,405,142,2/11/2025
Ariel Liquid 1L,Home Care,395,15,380,109,2/11/2025
Lux Soap Pack,Personal Care,160,5,155,61,2/11/2025
Clinic Plus Shampoo 650ml,Personal Care,340,30,310,114,2/11/2025
Colgate Toothpaste 200g,Personal Care,135,10,125,78,2/11/2025
Harpic Toilet Cleaner,Home Care,190,20,170,158,2/11/2025
Good Day Biscuits,Snacks,30,5,25,124,2/11/2025
Britannia Bread,Bakery,45,30,15,147,2/11/2025
Tropicana Juice 1L,Beverages,120,30,90,153,2/11/2025
Pepsi 2.25L,Beverages,99,20,79,75,2/11/2025
Cadbury Dairy Milk,Confectionery,40,30,10,153,2/11/2025
Aashirvaad Atta 5kg,Staples,320,20,300,31,2/12/2025
Fortune Sunflower Oil 1L,Edible Oil,190,20,170,132,2/12/2025
India Gate Rice 5kg,Staples,420,20,400,104,2/12/2025
Amul Milk 1L,Dairy,62,10,52,43,2/12/2025
Amul Butter 500g,Dairy,275,20,255,188,2/12/2025
Tata Tea Gold 500g,Beverages,265,20,245,161,2/12/2025
Nescafe Coffee 200g,Beverages,240,30,210,32,2/12/2025
Parle-G Biscuits,Snacks,10,30,-20,162,2/12/2025
Maggi Noodles Pack,Instant Food,56,20,36,12,2/12/2025
Surf Excel 2kg,Home Care,420,30,390,28,2/12/2025
Ariel Liquid 1L,Home Care,395,20,375,72,2/12/2025
Lux Soap Pack,Personal Care,160,30,130,102,2/12/2025
Clinic Plus Shampoo 650ml,Personal Care,340,5,335,194,2/12/2025
Colgate Toothpaste 200g,Personal Care,135,15,120,62,2/12/2025
Harpic Toilet Cleaner,Home Care,190,5,185,165,2/12/2025
Good Day Biscuits,Snacks,30,5,25,116,2/12/2025
Britannia Bread,Bakery,45,0,45,10,2/12/2025
Tropicana Juice 1L,Beverages,120,0,120,53,2/12/2025
Pepsi 2.25L,Beverages,99,5,94,88,2/12/2025
